date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:12:33	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2010%20Jun%202024%2006:42:39%20GMT	https://www.nepalholidaytour.in/img/call_to_action_bg.jpg	C:/Users/perfect/Desktop/rp-travel/www.nepalholidaytour.in/img/call_to_action_bg.jpg	(from https://www.nepalholidaytour.in/css/main.css)
12:12:33	578970/578970	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Jul%202023%2019:00:59%20GMT	https://www.nepalholidaytour.in/img/banner-3.jpg	C:/Users/perfect/Desktop/rp-travel/www.nepalholidaytour.in/img/banner-3.jpg	(from https://www.nepalholidaytour.in/css/main.css)
12:12:33	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2010%20Jun%202024%2006:42:39%20GMT	https://www.nepalholidaytour.in/img/why-us-bg.jpg	C:/Users/perfect/Desktop/rp-travel/www.nepalholidaytour.in/img/why-us-bg.jpg	(from https://www.nepalholidaytour.in/css/main.css)
12:12:33	558999/558999	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Jul%202023%2019:00:59%20GMT	https://www.nepalholidaytour.in/img/banner-2.jpg	C:/Users/perfect/Desktop/rp-travel/www.nepalholidaytour.in/img/banner-2.jpg	(from https://www.nepalholidaytour.in/css/main.css)
12:12:33	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2010%20Jun%202024%2006:42:39%20GMT	https://www.nepalholidaytour.in/img/testimonial-bg.html	C:/Users/perfect/Desktop/rp-travel/www.nepalholidaytour.in/img/testimonial-bg.html	(from https://www.nepalholidaytour.in/css/main.css)
12:12:33	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2010%20Jun%202024%2006:42:39%20GMT	https://www.nepalholidaytour.in/img/header.jpeg	C:/Users/perfect/Desktop/rp-travel/www.nepalholidaytour.in/img/header.jpeg	(from https://www.nepalholidaytour.in/css/main.css)
12:12:33	831/831	---M--	200	added ('OK')	image/png	date:Fri,%2021%20Jul%202023%2019:00:59%20GMT	https://www.nepalholidaytour.in/img/icon/quote.png	C:/Users/perfect/Desktop/rp-travel/www.nepalholidaytour.in/img/icon/quote.png	(from https://www.nepalholidaytour.in/css/main.css)
12:12:34	37822/37822	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Jul%202023%2019:00:59%20GMT	https://www.nepalholidaytour.in/img/footer-bg.jpg	C:/Users/perfect/Desktop/rp-travel/www.nepalholidaytour.in/img/footer-bg.jpg	(from https://www.nepalholidaytour.in/css/main.css)
12:12:34	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2010%20Jun%202024%2006:42:40%20GMT	https://www.nepalholidaytour.in/img/slide2.jpg	C:/Users/perfect/Desktop/rp-travel/www.nepalholidaytour.in/img/slide2.jpg	(from https://www.nepalholidaytour.in/css/main.css)
12:12:34	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2010%20Jun%202024%2006:42:40%20GMT	https://www.nepalholidaytour.in/img/slide1.jpg	C:/Users/perfect/Desktop/rp-travel/www.nepalholidaytour.in/img/slide1.jpg	(from https://www.nepalholidaytour.in/css/main.css)
